pmId,journalTitle,title,citation,instructions,priority,creationDate,requestedBy,requestID,nesId,status,ftRetrievedFrom,fullTextURL,fullTextFile,supplementMaterial,notes,isReviewed,reviewedBy,reviewedOn,isDeleted,deletedOn,deletedBy,deleteRequestFrom,isRequested,purchaseOrSubscriptionType,cost,autoRenewalURL,autoRenewal,pubMedFTURL,ehostFTLink,isSlamRecord,costCenter,reOpened,firstCreationDate,firstRequestedBy,firstReviewedOn,firstReviewedBy,apiRequest,isExist
30002369,Nature communications,A molecular neuromorphic network device consisting of single-walled carbon nanotubes complexed with polyoxometalate,Nat Commun. 2018 Jul 12;9(1):2693. doi: 10.1038/s41467-018-04886-2.,Free article please download and attach PDF,Normal,2020-11-12 06:26:56,admin,74,2020111274,In Progress,PDF Viewer,,,,,,,null,,null,,,true,,,,false,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6043547/pdf/41467_2018_Article_4886.pdf,http://search.ebscohost.com/login.aspx?authtype=uid&user=dmeditors&password=medicine19!&direct=true&db=mdc&AN=30002369&site=ehost-live,false,DynaMed Editorial,,null,,null,,,
30002365,Nature communications,Predicting marsh vulnerability to sea-level rise using Holocene relative sea-level data,Nat Commun. 2018 Jul 12;9(1):2687. doi: 10.1038/s41467-018-05080-0.,Free article please download and attach PDF,Normal,2020-11-12 05:57:43,admin,73,2020111273,In Progress,PDF Viewer,,,,,,,null,,null,,,true,,,,false,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6043595/pdf/41467_2018_Article_5080.pdf,http://search.ebscohost.com/login.aspx?authtype=uid&user=dmeditors&password=medicine19!&direct=true&db=mdc&AN=30002365&site=ehost-live,false,DynaMed Editorial,,null,,null,,,
30556249,Pediatric diabetes,Diabetic ketoacidosis at diagnosis of type 1 diabetes and glycemic control over time: The SEARCH for diabetes in youth study,Pediatr Diabetes. 2019 Mar;20(2):172-179. doi: 10.1111/pedi.12809.,Free article please download and attach PDF,Normal,2020-11-09 05:56:38,admin,71,2020110971,In Progress,PubMed,,,,,,,null,,null,,,true,,,,false,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6361710/pdf/nihms-1004047.pdf,,false,DynaMed Editorial,,null,,null,,,
31167894,Diabetes care,The Influence of Type 2 Diabetes-Associated Factors on Type 1 Diabetes,Diabetes Care. 2019 Aug;42(8):1357-1364. doi: 10.2337/dc19-0102.,Free article please download and attach PDF,Normal,2020-11-09 05:56:27,admin,70,2020110970,In Progress,PDF Viewer,,,,,,,null,,null,,,true,,,,false,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6647039/pdf/dc190102.pdf,http://search.ebscohost.com/login.aspx?authtype=uid&user=dmeditors&password=medicine19!&direct=true&db=mdc&AN=31167894&site=ehost-live,false,DynaMed Editorial,,null,,null,,,
27307054,Thrombosis and haemostasis,External validation of the IMPROVE Bleeding Risk Assessment Model in medical patients;"Thromb Haemost. 2016 Aug 30;116(3):403-4",Thromb Haemost. 2016 Aug 30;116(3):530-6. doi: 10.1160/TH16-01-0003.,,Normal,2020-11-09 05:56:16,admin,69,2020110969,In Progress,,,,,,,,null,,null,,,true,,,,false,,,false,DynaMed Editorial,,null,,null,,,
16816234,The American journal of psychiatry,Prevalence of the metabolic syndrome among patients receiving clozapine;"Am J Psychiatry. 2006 Jul;163(7):1132-4",Am J Psychiatry. 2006 Jul;163(7):1273-6. doi: 10.1176/appi.ajp.163.7.1273.,,Normal,2020-11-09 05:56:09,admin,68,2020110968,In Progress,,,,,,,,null,,null,,,true,,,,false,,,false,DynaMed Editorial,,null,,null,,,
29936548,Current treatment options in neurology,Management of Subdural Hematomas: Part I. Medical Management of Subdural Hematomas,Curr Treat Options Neurol. 2018 Jun 23;20(8):28. doi: 10.1007/s11940-018-0517-2.,,Normal,2020-11-09 05:56:02,admin,67,2020110967,In Progress,,,,,,,,null,,null,,,true,,,,false,,,false,DynaMed Editorial,,null,,null,,,
27490614,Pediatric critical care medicine : a journal of the Society of Critical Care Medicine and the World Federation of Pediatric Intensive and Critical Care Societies,Shunt Lesions Part I: Patent Ductus Arteriosus Atrial Septal Defect Ventricular Septal Defect and Atrioventricular Septal Defect,Pediatr Crit Care Med. 2016 Aug;17(8 Suppl 1):S302-9. doi: 10.1097/PCC.0000000000000786.,,Normal,2020-11-09 05:55:57,admin,66,2020110966,In Progress,,,,,,,,null,,null,,,true,,,,false,,,false,DynaMed Editorial,,null,,null,,,
25010665,Annals of surgery,Recurrence of hepatocellular cancer after resection: patterns treatments and prognosis;"Chirurg. 2015 Sep;86(9):899",Ann Surg. 2015 May;261(5):947-55. doi: 10.1097/SLA.0000000000000710.,,Normal,2020-11-09 05:55:51,admin,65,2020110965,In Progress,,,,,,,,null,,null,,,true,,,,false,,,false,DynaMed Editorial,,null,,null,,,
21887732,Inflammatory bowel diseases,Double-blind placebo-controlled trial of oral tacrolimus (FK506) in the management of hospitalized patients with steroid-refractory ulcerative colitis;"Inflamm Bowel Dis. 2012 May;18(5):809-11",Inflamm Bowel Dis. 2012 May;18(5):803-8. doi: 10.1002/ibd.21853.,,Normal,2020-11-09 05:55:46,admin,64,2020110964,In Progress,,,,,,,,null,,null,,,true,,,,false,,,false,DynaMed Editorial,,null,,null,,,
26729037,Nature reviews. Endocrinology,The role of the intestinal microbiota in type 1 diabetes mellitus,Nat Rev Endocrinol. 2016 Mar;12(3):154-67. doi: 10.1038/nrendo.2015.218.,,Normal,2020-11-09 05:55:38,admin,63,2020110963,In Progress,,,,,,,,null,,null,,,true,,,,false,,,false,DynaMed Editorial,,null,,null,,,
29032757,Current drug discovery technologies,An Evidence-based Review of Medicinal Herbs for the Treatment of Gastroesophageal Reflux Disease (GERD),Curr Drug Discov Technol. 2018;15(4):305-314. doi: 10.2174/1570163814666171010113517.,,Normal,2020-11-09 05:55:31,admin,62,2020110962,In Progress,,,,,,,,null,,null,,,true,,,,false,,,false,DynaMed Editorial,,null,,null,,,
30188305,Creative nursing,Neonatal Abstinence Syndrome: The Experience of Infant Massage,Creat Nurs. 2016 Feb 1;22(1):45-50. doi: 10.1891/1078-4535.22.1.45.,,Normal,2020-11-09 05:55:24,admin,61,2020110961,In Progress,,,,,,,,null,,null,,,true,,,,false,,,false,DynaMed Editorial,,null,,null,,,
28379927,Current opinion in pediatrics,Grandparents raising grandchildren: a primer for pediatricians,Curr Opin Pediatr. 2017 Jun;29(3):379-384. doi: 10.1097/MOP.0000000000000501.,,Normal,2020-11-09 05:55:19,admin,60,2020110960,In Progress,,,,,,,,null,,null,,,true,,,,false,,,false,DynaMed Editorial,,null,,null,,,
24568146,Journal of gerontological nursing,The health of grandparents raising grandchildren: a literature review,J Gerontol Nurs. 2014 Apr;40(4):32-42; quiz 44-5. doi: 10.3928/00989134-20140219-01.,,Normal,2020-11-09 05:55:12,admin,59,2020110959,In Progress,,,,,,,,null,,null,,,true,,,,false,,,false,DynaMed Editorial,,null,,null,,,
28640324,Thrombosis and haemostasis,New paradigms in venous thromboprophylaxis of medically ill patients,Thromb Haemost. 2017 Aug 30;117(9):1662-1670. doi: 10.1160/TH17-03-0168.,,Normal,2020-11-09 05:55:06,admin,58,2020110958,In Progress,,,,,,,,null,,null,,,true,,,,false,,,false,DynaMed Editorial,,null,,null,,,
27607444,Current opinion in hematology,Whole blood: back to the future,Curr Opin Hematol. 2016 Nov;23(6):536-542. doi: 10.1097/MOH.0000000000000284.,,Normal,2020-11-09 05:55:01,admin,57,2020110957,In Progress,,,,,,,,null,,null,,,true,,,,false,,,false,DynaMed Editorial,,null,,null,,,
27285345,The Journal of sports medicine and physical fitness,A randomized controlled trial on the effects of combined aerobic-resistance exercise on muscle strength and fatigue glycemic control and health-related quality of life of type 2 diabetes patients,J Sports Med Phys Fitness. 2016 May;56(5):572-8. ,,Normal,2020-11-09 05:54:53,admin,56,2020110956,In Progress,,,,,,,,null,,null,,,true,,,,false,,,false,DynaMed Editorial,,null,,null,,,
24018540,CNS drugs,Extended-release intramuscular naltrexone (VIVITROLÂ®): a review of its use in the prevention of relapse to opioid dependence in detoxified patients,CNS Drugs. 2013 Oct;27(10):851-61. doi: 10.1007/s40263-013-0110-x.,,Normal,2020-11-09 05:54:49,admin,55,2020110955,In Progress,,,,,,,,null,,null,,,true,,,,false,,,false,DynaMed Editorial,,null,,null,,,
15182826,Critical reviews in oncology/hematology,Adult acute myeloid leukaemia,Crit Rev Oncol Hematol. 2004 Jun;50(3):197-222. doi: 10.1016/j.critrevonc.2003.11.002.,,Normal,2020-11-09 05:54:43,admin,54,2020110954,In Progress,,,,,,,,null,,null,,,true,,,,false,,,false,DynaMed Editorial,,null,,null,,,
15182824,Critical reviews in oncology/hematology,Targeting non-small cell lung cancer with epidermal growth factor tyrosine kinase inhibitors: where do we stand where do we go,Crit Rev Oncol Hematol. 2004 Jun;50(3):175-86. doi: 10.1016/j.critrevonc.2004.02.004.,,Normal,2020-11-09 05:54:37,admin,53,2020110953,In Progress,,,,,,,,null,,null,,,true,,,,false,,,false,DynaMed Editorial,,null,,null,,,
30631041,Cell death &amp; disease,Gene expression proteome and calcium signaling alterations in immortalized hippocampal astrocytes from an Alzheimer&#39;s disease mouse model;"Cell Death Dis. 2020 Apr 16;11(4):236",Cell Death Dis. 2019 Jan 10;10(1):24. doi: 10.1038/s41419-018-1264-8.,Free article please download and attach PDF,Normal,2020-11-09 05:54:30,admin,52,2020110952,In Progress,PubMed,,,,,,,null,,null,,,true,,,,false,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6328590/pdf/41419_2018_Article_1264.pdf,,false,DynaMed Editorial,,null,,null,,,
1242,East African medical journal,Report on the occurrence and habitat of mosquitoes in two locations in Machakos District Kenya,East Afr Med J. 1975 Oct;52(10):589-95. ,,Normal,2020-11-09 02:58:50,admin,30,2020110930,In Progress,,,,,,,,null,,null,,,true,,,,false,,,false,DynaMed Editorial,,null,,null,,,
12359809,Pediatrics,Heliox therapy;"Pediatrics. 2002 Jan;109(1):68-73",Pediatrics. 2002 Oct;110(4):847-8; author reply 847-8. doi: 10.1542/peds.110.4.847.,,Normal,2020-10-27 08:45:58,admin,4,202010274,In Progress,,,,,,,,null,,null,,,true,,,,false,,,false,DynaMed Editorial,,null,,null,,,
12975658,PLoS biology,Drosophila free-running rhythms require intercellular communication,PLoS Biol. 2003 Oct;1(1):E13. doi: 10.1371/journal.pbio.0000013.,Free article please download and attach PDF,Normal,2020-08-25 05:32:44,admin,2,202008252,In Progress,PDF Viewer,,,,,,,null,,null,,,true,,,,false,,http://search.ebscohost.com/login.aspx?authtype=uid&user=dmeditors&password=medicine19!&direct=true&db=mdc&AN=12975658&site=ehost-live,false,DynaMed Editorial,,null,,null,,,
12975657,PLoS biology,From gene trees to organismal phylogeny in prokaryotes: the case of the gamma-Proteobacteria,PLoS Biol. 2003 Oct;1(1):E19. doi: 10.1371/journal.pbio.0000019.,Free article please download and attach PDF,Normal,2020-08-18 07:58:10,admin,1,202008181,Fulfilled,PDF Viewer,,,,,true,,null,,null,,,true,,,,false,,http://search.ebscohost.com/login.aspx?authtype=uid&user=dmeditors&password=medicine19!&direct=true&db=mdc&AN=12975657&site=ehost-live,false,DynaMed Editorial,,null,,null,,,
